"Item Number","Description","UPC","EMUN Status","Sellable","Whse 1 QtyAvailable","Whse 2 QtyAvailable","Total QtyAvailable","New Release","Image Available","Category","Sub-Category","List Price","Price"
"GC474854","ABS/PVC Octopus,2 Asst., L:4.5""xW:1.6""xH""7.1""","067103025101","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3","1.25"
"GC475418","Canv./Ally.MiniBakpk.Keychain, 4Asst, 4.7"" x 3.9"" x 2.5""","067103063127","InActive","NO","0","0","0","","YES","Giftcraft","Everyday Household","7.5","3.75"
"GC475747","Plystr. Pocket Hug - Bean, 2.55""","067103107623","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","3","0.75"
"GC475873","ABS Flashg.DiscoBalMagnt, 24pc/dsp, 3 Asst., L:1.18""xW:1.18""xH:1.58""","067103105827","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3","1"
"GC475913","PVC SqueezePopEye, 12pcs/dsp, 2 Asst., L:2.6""xW:1.58""xH:2.91""","067103106152","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","2.5","1.25"
"GC475919","2.5"" Silc. Bouncing Ball, 12pcs/dsp, 3 Asst.","067103106213","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3.5","1.5"
"GC475925","PP FlashingSpinner,12pcs/dsp, 2 Asst., L:4.57""xW:2.76""","067103106282","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3.5","1.5"
"GC475926","SilcStrsBalFigerSpinr, 24pcs/dsp, 4 Asst., L:2.95""xW:0.63""","067103106299","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","2.25","1.125"
"GC475937","Pls.Trsformable.SpinningTop, 2 Asst., L:3.2""xW:2.8""xH:1.2""","067103104905","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","4.5","1.5"
"GC475950","ABS MagicBracelet,36pcs/dsp, 3 Asst., L:5.4""xW:4.1""xH:0.6""","067103108477","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","1.5","0.6"
"GC475951","PP/IronFingerGyro, 24pcs/dsp, 2 Asst., L:6.1""xW:4.3""xH:0.7""","067103108484","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","1.8","0.75"
"GC476167","ABS/PP Sticky Spider, 4 Asst., L:3.34""xW:2.36""xH:0.98""","067103125504","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","1.5","0.75"
"GC476174","TPR PufferFrog w/Light, 12pcs/dsp, 3 Asst., L:2.76""xH:3.94""","067103125566","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3.5","1.25"
"GC476176","2.6"" TPR Moon Flash Ball, 12pcs/dsp","067103125580","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3.5","1.25"
"GC476201","EVA/PP St/2 Gliders, 36STw/D,12 Asst., 9.25""x2.36""x0.39""","067103125702","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","2.5","1.1"
"GC476399","Plystr.Magic Minis, 3 Asst, 24/PDQ, 3.5""x1""x4""","067103157307","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","4.5","2.25"
"GC476412","Plstr.Soft Plush Rabbit, Large Grey, 18.11""x7.5""x4.7""","067103165821","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","17.5","8.75"
"GC476414","Plstr.Soft Plush Rabbit, Large Brown, 18.11""x7.5""x4.7""","067103165845","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","17.5","8.75"
"GC476415","Plstr.Soft Plush Rabbit, Medium Grey, 11.8""x4.7""x3.1""","067103165852","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","12.5","6.25"
"GC476417","Plstr.Soft Plush Rabbit, Medium Brwn, 11.8""x4.7""x3.1""","067103165876","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","12.5","6.25"
"GC476421","Plstr.Soft Plush Dog, Large Black, 18.1""x7.5""x4.7""","067103165920","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","17.5","8.75"
"GC476422","Plstr.Soft Plush Dog, Large Brown, 18.1""x7.5""x4.7""","067103165937","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","17.5","8.75"
"GC476423","Plstr.Soft Plush Dog, Medium Black, 11.8""x4.7""x3.1""","067103165944","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","12.5","6.25"
"GC476424","Plstr.Soft Plush Dog, Medium Brown, 11.8""x4.7""x3.1""","067103165951","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","12.5","6.25"
"GC476430","Plstr.Plush Toy Pearl 10""","067103167290","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","12.5","6.25"
"GC476433","Plystr PLush Toy Zip 4""","067103167191","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","2.5","1"
"GC476479","Wd/EVA St/4 Paint Brush Set,24ST/D ,L:7.48"" W:0.15""","067103169805","InActive","NO","0","0","0","","YES","Giftcraft","Crafts","2.5","1"
"GC476551","PP LED Pop Tubes, 24pcs/dsp, 3 Asst., L:7.67""xW:0.78""xH:0.79""","067103170368","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","2","1"
"GC476555","EVA/TRP/PP Slingshot, 16pcs/dsp, 4 Asst, L:7""xW:4.33""xH:1.77""","067103170375","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3.75","1.25"
"GC476708","ABS/PVC Color Changing Glitter Ball, L:2.91""xW:2.91""xH:3.54""","067103198041","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","7.5","3"
"GC476718","30.5cm TPR 2tone Bushy Bracelet, 12pcs/dsp,","067103198140","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","2.5","1"
"GC476733","ABS 3D Rotating Maze, 24 pcs/dsp, 3.94""x0.39""x3.94""","067103198324","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3","1.25"
"GC476738","ABS/Iron Dinosaur Maze, 24pcs/dsp, 3.54""x0.47""x3.54""","067103198362","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","1.75","0.875"
"GC476887","TPR/WdnRnbwErsr/Pncl, 24pc/D, 2 Asst, 1.3"" x 0.5"" x 7.7""","067103211269","InActive","NO","0","0","0","","YES","Giftcraft","Stationery","1.5","0.75"
"GC476923","GPPS/PVCMgntcDrwngBrd, 24pcs/dsp, 3 Asst, 3.35""x0.59""x3.94""","067103211412","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3","1.25"
"GC476924","PVC FlashngDinoSlapBand, 12pcs/dsp, 3 Asst, 2.95""x3.35""","067103211429","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","5.5","2"
"GC477333","PS/PET DIY Colorful Beads, 6pcs/dsp, 1.8""x1.8""x4.5""","059283981247","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","5","2"
"GC477335","PS Noise Maker, 4 Asst, 12pcs/dsp, 2.6""x2.8""x5.5""","059283981131","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","5","2.5"
"GC582245","Wood Turkey Wall Hanging size:13.8X0.8X17.5IN","067103884173","InActive","NO","0","0","0","","NO","Giftcraft","Harvest","13.5","5.4"
"GC582346","Harvest Resin Gnome Figurine 2Asst. size:3.74X3.5X6.69IN","067103884876","InActive","NO","0","0","0","","NO","Giftcraft","Harvest","9.5","3.8"
"GC582397","Ceramic Gnome Figurine size:5.31X4.72X6.5IN","067103885255","InActive","NO","0","0","0","","YES","Giftcraft","Harvest","10","4"
"GC582516","Metal Leaf Wreath size:15X1.6X15IN","067103988529","InActive","NO","0","0","0","","NO","Giftcraft","Harvest","30","12"
"GC582526","MDF/Cork Back Coaster,Set/4 size :4IN","067103988598","InActive","NO","0","0","0","","YES","Giftcraft","Harvest","4","1.6"
"GC582563","Cotton Harvest Tea Towel,3Asst size:20X30 IN","067103984620","InActive","NO","0","0","0","","YES","Giftcraft","Harvest","5.5","2.2"
"GC582662","Glass Votive Holder,4Asst size:2.75X2.75X3.14IN","067103987812","InActive","NO","0","0","0","","YES","Giftcraft","Harvest","3.5","1.4"
"GC582850","MDF Wall Rnd.Signs w/Handle,3Asst size:7.87X7.87X0.35IN","067103090901","InActive","NO","0","0","0","","YES","Giftcraft","Harvest","6.5","2.6"
"GC583298","Plystr.Stndng.Gnome w/Fallin For You size:5.5X3.2X10IN","067103194296","InActive","NO","0","0","0","","NO","Giftcraft","Harvest","7.5","3"
"GC583301","Plystr.Apron w/Pumpkin size:32X26IN","067103199055","InActive","NO","0","0","0","","NO","Giftcraft","Harvest","12.5","5"
"GC583355","Plyrsn.Squirrel Deco size:6.7X11 IN","067103187182","InActive","NO","0","0","0","","NO","Giftcraft","Harvest","22.5","9"
"GC583371","Plyrsn.Gnome Pilgrims,2Asst size:4.9X12 IN","067103187168","InActive","NO","0","0","0","","YES","Giftcraft","Harvest","20","8"
"GC592456","Hllwn.Plyrsn.House Light Deco size:5.51X4.33X7.08IN","067103184433","InActive","NO","0","0","0","","YES","Giftcraft","Halloween","15","6"
"GC592502","ABS LED Pumpkin&Cndy.Corn Headband,2Ast size:8.19X9.5X2IN","067103185003","InActive","NO","0","0","0","","NO","Giftcraft","Halloween","4.5","1.8"
"GC592646","Plstr.Hllwn.DIY Pumpkin Paint Set size:4.01X3.38X3.94IN","067103184815","InActive","NO","0","0","0","","YES","Giftcraft","Halloween","7.5","3"
"GC592665","Iron Bird Tabletop size:8.8X5X16.8IN","067103198546","InActive","NO","0","0","0","","YES","Giftcraft","Halloween","35","14"
"GC592666","Iron Witch Deco size:10.5X4.5X27.3IN","067103198553","InActive","NO","0","0","0","","YES","Giftcraft","Halloween","45","18"
"GC592677","Iron Pumpkin w/Witch Hat Deco size:15.8X4.8X18.8IN","067103198669","InActive","NO","0","0","0","","YES","Giftcraft","Halloween","42.5","17"
"GC594051","Plstc.LED Hlwn.Projector NghtLight size:4.53X4.53X5.12IN","067103987348","InActive","NO","0","0","0","","YES","Giftcraft","Halloween","13.5","5.4"
"GC641912","MDF Bead Xmas Sign w/Its Good Home14.9""x6""x2.5""","067103094251","InActive","NO","0","0","0","","NO","Christmas","D̩cor Indoor","7.5","3.75"
"GC641978","Gls.LED Grn Orb Xmas Deco Snowflake5.125""x5.125""x5.125""","067103069204","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","17.5","8.75"
"GC643315F","Plyrs.Brdw/Peac,Joy,Lve,3Ast,French3.9""x5.3""x4.8""","067103108705","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","8.5","4.25"
"GC644421","Plystr.Pink Fairy Mouse Ornament1""x1""x4.5""","067103197372","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","5","2.5"
"GC644557","Acrylc.Light Up Musical Train12.2""x3.1""x4.33""","067103173758","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","22.5","11.25"
"GC644559","Acrylc.Reindeer w/Chrstms.Tree Deco10.51""x4.33""x9.25""","067103173765","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","27.5","13.75"
"GC644619P","Light Up Tree23.6""x1""x1""","067103213959","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","12.5","6.25"
"GC644672","Chrstms.Potpurri,3Asst4.7""x3.1""x7.5""","067103196375","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","5","2.5"
"GC645969","Prcln.LED House,2Asst3.35""x2.95""x6.3""","067103181746","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","10","5"
"GC646639","Plyrsn.Nutcracker Fig w/Wreath5.25""x4.625""x18.5""","067103173222","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","40","20"
"GC646856","Gls.Coffee Cup Ornmnt.,2Asst3.75""x3""x3.875""","067103181180","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","7.5","3.75"
"GC646986","Cttn.Tea Towel,2Asst30""x20""x1""","067103179361","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","7.5","3.75"
"GC646991","Plystn/S.S.Gngrbrd.Spreader,4Asst2.17""x5.71""x0.39""","067103188714","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","6","3"
"GC662468","Polyester Pillow Fill(16x12)16""x12""x1""","067103765380","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","1.9","0.95"
"GC663523","Plystr.Xmas Reindeer Plush11""x8""x1""","067103752373","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","15","7.5"
"GC665344","MDF LED Cvs.Print w/M.Chrstms.2Asst7.9""x21.3""x0.2""","067103854930","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","13.5","6.75"
"GC667022","Rattan LED Cone Tree,Set/25.1""x15.8""x23.6""","067103869569","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","25","12.5"
"GC681633","Ceramic Snowflake Ornmnt.,4Asst4""x1.3""x4""","067103957501","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","5.5","2.75"
"GC682424","MDF Framed Animal Wall Sign,4Asst11.81""x11.81""x0.98""","067103983029","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","13.5","6.75"
"GC682567","Polyresin Bird Deco,3Asst4.5""x2.6""x3""","067103959277","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","6","3"
"GC682755","Plystr.Gnome w/Extndbl.Legs,2Asst1""x1""x48""","067103976632","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","13.2","6.6"
"GC682820","Plastic/Polyeser LED Gnome,2Ast1""x1""x8""","067103976724","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","8.5","4.25"
"GC683432","Plywd/Mtl.Chrstms.Orn.4Ast,72Pc/PDQ2.5""x0.3""x3""","067103970623","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","2.5","1.25"
"GC683557","Reading Glasses,5Asst,30Pcs/PDQ5.25""x1.63""x0.7""","067103971002","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","5","2.5"
"GC683601","ABS LED Gltr.Book Wtr.Lantern-Santa6.3""x2.6""x8.11""","067103991222","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","35","17.5"
"GC683616","CoirChrstms.DoorMat-Knck/Prsnt18x3030""x18""x1""","067103982220","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","20","10"
"GC684090","Plastic LED Water Lantern-Cardinal5.31""x4.64""x9.92""","067103983593","InActive","NO","0","0","0","","NO","Giftcraft","Christmas","37.5","18.75"
"GC719404","Glass Magnetsw/Board,6Ast,w/PDQ","067103023688","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","1","0.5"
"GC719461","Cotton RT Camper Tea Towel,3Ast","067103024098","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5.5","2.75"
"GC721041","Silicone.Wine Tumblers.4 Ast,8/PDQ","067103128307","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","6","3"
"GC721630","Swedish Dishcloth,Wne&Ches,St/2","067103138702","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5","2.5"
"GC721637","Swedish Dishcloth,Rsrv Cat,St/2","067103138764","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5","2.5"
"GC721645","Swedish Dishcloth,Poppy,St2","067103138818","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5","2.5"
"GC721646","Swedish Dishcloth,Raco/Mtn,St/2","067103138825","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5","2.5"
"GC722219","Ally/Gls.Hummingbird Prism Orn,2Ast","067103160659","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","7.5","3.75"
"GC723027","PVC&Wire.Artificial Flower Bunch","059283960556","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","22.5","11.25"
"GC723386","Metal Windchime Cat Black","059283987386","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","30","15"
"GC723714","Cotton Tote Bag","059283967586","InActive","NO","0","0","0","","NO","Giftcraft","Spring/ Summer","9.5","4.75"
"GC723881","Cotton Tea Towel 3 Asst","059283964837","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5.5","2.75"
"GC724317","Round Outdoor Rug, Blue Leaf, 60""D","059283962888","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","20","10"
"GC724335","Birdhouse Welcome Porch Sign, MDF, 47x11.4""","059283954791","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","22.5","11.25"
"GC724338","Bless This Home Porch Sign, MDF, 46.5x7.8""","059283954777","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","22.5","11.25"
"GC724347","Swedish Dish Cloth S/2","059283961614","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5","2.5"
"GC724350","Swedish Dish Cloth Mushroom Dsgn. S/2","059283961546","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5","2.5"
"GC724360","Swedish Dish Cloth S/2","059283961874","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5","2.5"
"GC725078","Plstr.BBQ Grill Glove 2 Assorted","059283962215","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","10","5"
"GC725228","Swedish Dish Cloth Dog Dsgn.S/2","059283961560","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5","2.5"
"GC725229","Swedish Dish Cloth Cat Dsgn.S/2","059283961584","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","5","2.5"
"GC725268","Mtl.Laser Cut Cowboy Hat Wall D̩cor","059283961997","InActive","NO","0","0","0","","YES","Giftcraft","Spring/ Summer","7.5","3.75"
"GC853504","MDF Stack Books Deco-You are Still","067103035025","InActive","NO","0","0","0","","YES","Giftcraft","Valentine","10","5"
"GC87893","MDF Rooster & Sentiment Design Wall Plaque, 23.5x9.4""","067103564068","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","15","7.5"
"GC915137AMZ","LB-Plystr.Elephant Giftset, L:10""xW:10""xH:2.5""","067103770742","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","24","7.5"
"GC935479","Earth Luxe Crystal Stone Pendants, 6 Asst, 15.75""L, 36/PDQ","067103857436","InActive","NO","0","0","0","","YES","Giftcraft","Novelty Jewelry","7.75","3.875"
"GC935561","Earth Luxe Wire Wrapped Stone Necklace, 8 Asst, 20""L.","067103985870","InActive","NO","0","0","0","","YES","Giftcraft","Novelty Jewelry","7.25","2.5"
"GC935662","Outlet Plug in Wax Warmer, Dark Stone, L:4"" W:4"" H:6.3""","067103080681","InActive","NO","0","0","0","","YES","Giftcraft","Candle holders","10.75","5.375"
"GC935664","Outlet Plug in Wax Warmer, Iridescent Pink, 15W, 4x3"", L:4"" W:4"" H:6.3""","067103080704","InActive","NO","0","0","0","","NO","Giftcraft","Candle holders","10.75","5.375"
"GC97838","Pocket Pillow - Dads Spot, 17.7""","067103163858","InActive","NO","0","0","0","","YES","Giftcraft","Mother's Day","15","7.5"
"HO52169-9","KG Birk 12"" Wall Clock, Light Woodgrain,Plastic (Az) (52169)","068589521699","Inactive","NO","0","0","0","","NO","Clocks","Wall - 12"" to 16""","10.4","10.4"
"HO52170-5","KG Birk 12"" Wall Clock, Dark Woodgrain,Plastic (Az) (52170)","068589521705","Inactive","NO","0","0","0","","YES","Clocks","Wall - 12"" to 16""","10.4","10.4"
"HO80085-5INT","KG Parnell 23.5"" Wall Clock Ship ready pack (Az)","060107034667","Inactive","NO","0","0","0","","YES","Clocks","Wall - over 16""","40.8","40.8"
"HO82033-3","KG Minster 23"" Wall Clock Iron+Mdf,Open face, screws (tx)","068589820334","Inactive","NO","0","0","0","","YES","Clocks","Wall - over 16""","23.8","23.8"
"HO87372-9","KG Everett 20"" Wall Clock-Black W/BRUSHED COPPER BEZEL, 2in D (AZ)","068589873729","Inactive","NO","0","0","0","","YES","Clocks","Wall - over 16""","19.95","19.95"
"HO87519-8","KG Retro 9.5"" Wall Clock,Chrome BEZEL,CONVEX GLASS LENS-GREEN (AZ)","068589875198","Inactive","NO","0","0","0","","YES","Clocks","Wall - under 12""","8.9","8.9"
